uuid,title,author,summary,url,published_at,added_at,related_url,essential,tweets
568f4d07-78a9-43d7-afcc-b55662a86923,No Email at AngelList,Babak Nivi,"We use very little email at AngelList. Most of our communication happens on Yammer, HipChat, Tracker and face-to-face. This probably gets us a 90% reduction in email. If you’re running your company via email, you’re missing out on newer, more effective communications technologies.",http://venturehacks.com/articles/no-email-at-angellist,2013-03-22 00:00:00 UTC,,,,
af126107-69a3-46eb-9cec-69128cd4e652,Reading Your Legal Docs,Babak Nivi,"Some docs are too long and boilerplate to read, so this is how I read financing docs: 1- Read and understand everything in the term sheet. 2- Get a good lawyer because you probably don’t have one. 3- You probably can’t tell the difference between good legal advice and bad legal advice.",http://venturehacks.com/articles/legal-docs,2011-06-16 00:00:00 UTC,,,,
25618df9-da9c-4d56-b986-954195a8e4cc,How to Ruin Your Company with One Bad Process,Ben Horowitz,"I am a giant advocate for technical founders running their own companies, but one consistent way that technical founders deeply harm their businesses is by screwing up the budgeting process. Yes, the budgeting process. How ridiculous is that? How does it happen and why is it particularly problematic for engineers?",http://www.bhorowitz.com/how_to_ruin_your_company_with_one_bad_process,2014-07-22 10:38:30 UTC,2014-07-22 10:38:30 UTC,,FALSE,1871
af10ebe7-4ef6-4b20-bd9d-92bd3578fad9,"Notes on Leadership: Be Like Steve Jobs, ... And Bill Campbell, And Andy Grove",Ben Horowitz,"So what makes people want to follow a leader? We look for 3 key traits: The ability to articulate the vision, The right kind of ambition, The ability to achieve the vision",http://techcrunch.com/2010/03/14/notes-on-leadership-jobs-grove-campbel/,2010-03-14 19:03:51 UTC,2014-08-10 00:00:00 UTC,,FALSE,31
b6d551b4-0110-4dcf-a961-a1c83291de38,How to Miss By a Mile: An Alternative Look at Uber’s Potential Market Size,Bill Gurley,"So here is the objective of this post. It is not my aim to specifically convince anyone that Uber is worth any specific valuation. What Professor Damodaran thinks, or what anyone who is not a buyer or seller of stocks thinks, is fairly immaterial. I am also not out to prove him wrong. I am much more interested in the subject of critical reasoning and predictions, and how certain assumptions can lead to gravely different outcomes. As such, my goal is to offer a plausible argument that the core assumptions used in Damodaran’s analysis may be off by a factor of 25 times, perhaps even more. And I hope the analysis is judged on whether the arguments I make are reasonable and feasible.",http://abovethecrowd.com/2014/07/11/how-to-miss-by-a-mile-an-alternative-look-at-ubers-potential-market-size/,2014-07-11 10:38:31 UTC,2014-07-22 10:38:31 UTC,,FALSE,2350
7e69f0cb-ec44-4243-991d-165e3e273833,The Dangerous Seduction of the Lifetime Value (LTV) Formula,Bill Gurley,"Some people wield the LTV model as if they were Yoda with a light saber; “Look at this amazing weapon I know how to use!” Unfortunately, it is not that amazing, it’s not that unique to understand, and it is not a weapon, it’s a tool. Companies need a sustainable competitive advantage that is independent of their variable marketing campaigns. You can’t win a fight with a measuring tape.",http://abovethecrowd.com/2012/09/04/the-dangerous-seduction-of-the-lifetime-value-ltv-formula/,2012-09-04 17:22:34 UTC,2014-08-03 17:22:34 UTC,,FALSE,288
5eca3c78-bebf-485d-bd3a-0e84255484e5,Peter Thiel’s CS183: Startup - Class 9 Notes Essay,Blake Masters,"The first thing to do is to dispel the belief that the best product always wins. There is a rich history of instances where the best product did not, in fact, win. Nikola Tesla invented the alternating current electrical supply system. It was, for a variety of reasons, technologically better than the direct current system that Thomas Edison developed. Tesla was the better scientist. But Edison was the better businessman, and he went on to start GE. Interestingly, Tesla later developed the idea of radio transmission. But Marconi took it from him and then won the Nobel Prize. Inspiration isn’t all that counts. The best product may not win.",http://blakemasters.com/post/22405055017/peter-thiels-cs183-startup-class-9-notes-essay,2012-05-04 19:03:50 UTC,2014-08-10 00:00:00 UTC,,TRUE,254
cead3b64-8b95-4075-8cd8-46c49e83d366,Reading the Tea Leaves of Venture Capital Today: 10 themes tech VCs are paying attention to,Boris Silver,"1. Drones, 2. Bitcoin, 3. Wearables, 4. Big Data, 5. Crowdfunding, 6. Quantified Self, 7. 3D Printing, 8. The Internet of Things, 9. Mobile, 10. Virtual Reality",https://medium.com/private-markets/reading-the-tea-leaves-of-venture-capital-today-2524a453d9bc,2014-01-23 19:03:51 UTC,2014-08-10 00:00:00 UTC,,FALSE,0
2b188972-305e-465d-8366-97dad3634f2d,Being A Great CEO,Brad Feld,"My experience with all of this is that it’s incredibly hard, breaks regularly at different points in the life of a company, and requires a great CEO to continually grow and learn from mistakes, adjust course based on new information, and work diligently at being honest with himself, his team, and his board about what is going on. But, if you get it right, it’s magical.",http://www.feld.com/wp/archives/2013/08/being-a-great-ceo.html,2013-08-16 00:00:00 UTC,,,,
63fb9ebb-5bcc-4f68-93bb-0f83b020ae4c,The Secrets of Market Sizing,Brekiri,"Like forecasts, market size estimates should most often be considered directional (consulting speak for 'in the right ballpark'). You should also keep this point in mind when consuming market size information – the market size numbers you read in the news or market research reports are probably only accurate within 10-20% in many cases.  One of the best ways to ensure that you get at least a sensible result is to triangulate between different approaches: top-down and bottom-up estimates.",http://www.brekiri.com/blog/77/the-secrets-of-market-sizing/,2010-02-26 19:03:51 UTC,2014-08-10 00:00:00 UTC,,FALSE,7
72d818fd-f91d-4656-bb4b-ca347cfb2dc4,When REST Gets Messy,Brian Cooksey,Here is a peek behind the curtains of where REST worked for us and where we had to cheat.,https://zapier.com/engineering/when-rest-gets-messy/,2014-07-10 10:38:31 UTC,2014-07-22 10:38:31 UTC,,FALSE,55
5b476106-3a82-46c1-81db-06eb2fb58883,76 Startup Failure Post-Mortems,CB Insights,"[B]elow is a compilation of 51 startup post-mortems that describe the factors that drove a startup’s demise.  Most of the failures have been told by the company’s founders, but in a few cases, we did find a couple from investors including Roger Ehrenberg (now of IA Ventures) and Bruce Booth (Atlas Venture).",http://www.cbinsights.com/blog/startup-failure-post-mortem,2014-01-20 19:03:52 UTC,2014-08-10 00:00:00 UTC,,FALSE,268
75ab4a00-8417-4744-b5aa-3017c0e774f0,Beautiful Web Type: A showcase of the best typefaces from the Google web fonts directory,Chad Mazzola,,http://hellohappy.org/beautiful-web-type/,,2014-08-10 00:00:00 UTC,,FALSE,4664
0c031b6b-dccc-4aea-a848-d67255aafeaf,How Amazon achieves excellence at scale,Chris DeVore,"1. Customer Obsession, 2. Ownership, 3. Invent and Simplify, 4. Are Right, A Lot, 5. Hire and Develop the Best, 6. Insist on the Highest Standards, 7. Think Big, 8. Bias for Action, 9. Frugality, 10. Vocally Self Critical, 11. Earn Trust of Others, 12. Dive Deep, 13. Have Backbone; Disagree and Commit, 14. Deliver Results",http://www.crashdev.com/2013/03/how-amazon-achieves-excellence-at-scale.html,2013-03-04 19:03:51 UTC,2014-08-10 00:00:00 UTC,,TRUE,63
86c588c0-93f4-40c9-9909-ecc696af8ebe,Developing New Startup Ideas,Chris Dixon,"If you want to start a company and are working on new ideas, here’s how I’ve always done it and how I recommend you do it.  Be the opposite of secretive. ",http://cdixon.org/2010/03/14/developing-new-startup-ideas/,2010-03-14 00:00:00 UTC,,,,
b89bb527-b3ce-45b3-b766-04e67397dd76,Dividing Equity Between Founders,Chris Dixon,I can’t tell you how many companies I’ve seen where a random former founder who was long gone owned some big chunk of the company.,http://cdixon.org/2009/08/23/dividing-equity-between-founders/,2009-08-23 00:00:00 UTC,,,,
37e7fda2-2b83-4a91-9458-243b4b0fbdfb,Entrepreneurs Need to Learn Some Law,Chris Dixon,"Entrepreneurs, especially first timers, should have lawyers review everything they sign. But I stand behind my main point:  you can’t outsource the understanding of key financing and other legal documents to lawyers.",http://cdixon.org/2009/09/13/entrepreneurs-need-to-learn-some-law/,2009-09-13 00:00:00 UTC,,,,
d1f0bee4-d277-4be6-9f80-17da0c64a132,Founder Vesting,Chris Dixon,The most important term in a startup term sheet that no one seems to think carefully about is founder vesting. There are two key points about vesting: 1) All startup employees – including founders! – should vest over 4 years from their start date (with a one year “cliff”). 2) Founders should always have acceleration on change of control!,http://cdixon.org/2009/04/21/founder-vesting/,2009-04-21 00:00:00 UTC,,,,
fe59c3dd-3cee-4cd4-ba87-5d2abece081a,Pivoting,Chris Dixon,You aren’t throwing away what you’ve learned or the good things you’ve built. You are keeping your strong leg grounded and adjusting your weak leg to move in a new direction.,http://cdixon.org/2010/06/15/pivoting/,2010-06-14 00:00:00 UTC,,,,
e52fca6c-ea1b-4059-b71f-48875d679658,The idea maze,Chris Dixon,"But the reality is that ideas do matter, just not in the narrow sense in which startup ideas are popularly defined. Good startup ideas are well developed, multi-year plans that contemplate many possible paths according to how the world changes. Balaji Srinivasan calls this the idea maze",http://cdixon.org/2013/08/04/the-idea-maze/,2013-08-04 19:03:52 UTC,2014-08-10 00:00:00 UTC,,FALSE,841
8b4bf201-95b3-4cbb-8e82-da69d97e6bcc,Kickstartup — Successful fundraising with Kickstarter & the (re)making of Art Space Tokyo,Craig Mod,"I gathered data for the top 20 to 30 grossing Kickstarter projects as of March 2010. I then mapped out the number of pledges per tier, looking for a balance between number of pledges and overall percentage contribution of funds to my data set. Here is that data with the top five grossing tiers by percentage contribution highlighted in yellow.",http://craigmod.com/journal/kickstartup/,2010-07-01 19:03:51 UTC,2014-08-10 00:00:00 UTC,,FALSE,1078
e63754b4-3b8d-4b37-8e0f-3f0e9e3baa0d,Startup Metrics for Pirates,Dave McClure,"This is a 5-step model for creating a metrics framework for your business & customers, and how to apply it to your product & marketing efforts. The pirate"" part comes from the 5 steps: Acquisition, Activation, Retention, Referral, & Revenue (AARRR!)'""",http://www.slideshare.net/dmc500hats/startup-metrics-for-pirates-long-version,2007-08-08 17:22:34 UTC,2014-08-03 17:22:34 UTC,,TRUE,735
dfe2abb1-943d-4909-b341-7acbc6f996d9,Agile Is Dead (Long Live Agility),Dave Thomas,,http://pragdave.me/blog/2014/03/04/time-to-kill-agile/,2014-03-04 00:00:00 UTC,2014-08-10 00:00:00 UTC,,FALSE,4678
ea265028-011f-4944-be20-494c2eacc262,How key-based cache expiration works,David Heinemeier Hansson,,https://signalvnoise.com/posts/3113-how-key-based-cache-expiration-works,2012-02-19 00:00:00 UTC,2014-08-10 00:00:00 UTC,,TRUE,2
1394a9f6-c8e8-4763-8cf4-0f09dea7ef34,TDD is dead. Long live testing.,David Heinemeier Hansson,"Test-first fundamentalism is like abstinence-only sex ed: An unrealistic, ineffective morality campaign for self-loathing and shaming.",http://david.heinemeierhansson.com/2014/tdd-is-dead-long-live-testing.html,2014-04-23 19:03:53 UTC,2014-08-10 00:00:00 UTC,,FALSE,3154
adde96ef-6202-41c4-a872-6bfc4b71196c,Test-induced design damage,David Heinemeier Hansson,"The design integrity of your system is far more important than being able to test it any particular layer. Stop obsessing about unit tests, embrace backfilling of tests when you're happy with the design, and strive for overall system clarity as your principle pursuit.",http://david.heinemeierhansson.com/2014/test-induced-design-damage.html,2014-04-29 19:03:54 UTC,2014-08-10 00:00:00 UTC,,FALSE,519
6f012de9-a2c0-4738-91d8-72bb3a75bbd0,Lessons Learned – Viral Marketing,David Skok,"1. Unless you have a Viral Coefficient that is greater than 1, you will not have true viral growth. 2. The most important factor to increasing growth is not the Viral Coefficient, but the Viral Cycle Time (ct) which should be made as short as possible. This will have a dramatic effect on growth. 3. The second most important area to focus is the Viral Coefficient (K). Anything that you can do to increase the number of invitations sent out, and the conversion rate, will have a significant effect on growth.",http://www.forentrepreneurs.com/lessons-learnt-viral-marketing/,2009-12-06 00:00:00 UTC,2014-08-16 00:00:00 UTC,,FALSE,
815fe4b5-d4aa-4aad-99d9-672913805c37,10 Useful Usability Findings and Guidelines,Dmitry Fadeyev,,http://www.smashingmagazine.com/2009/09/24/10-useful-usability-findings-and-guidelines/,2009-09-24 00:00:00 UTC,2014-08-10 00:00:00 UTC,,FALSE,689
5f12e6e2-a2f5-40ba-b704-15831bb672be,Goldilocks Management,Dustin Moskovitz,"The limits of a completely flat approach, as conceded by Valve, reveal the mental trap that is causing startups to reject management. With the reference to the military at the beginning, Valve makes it clear that they see management solely through the lens of command and control hierarchies: it’s there to establish bureaucracy in the name of consistency and order. This can be true, but need not be, and definitely should not be the only role that management plays. Instead, I think the most important value of a manager is to serve their reports: to unblock them, mentor them, and keep them pointed in a direction that best serves their needs and the priorities of the organization.",https://medium.com/@moskov/goldilocks-management-c01c6846e06e,2013-09-17 19:03:51 UTC,2014-08-10 00:00:00 UTC,,FALSE,1
8518a03b-eaea-4713-b210-894aa4b702df,Minimum Viable Product: a guide,Eric Ries,,http://www.startuplessonslearned.com/2009/08/minimum-viable-product-guide.html,,,,,
e78212c2-1d03-4294-b03f-836ed483a18b,"Pivot, don't jump to a new vision",Eric Ries,,http://www.startuplessonslearned.com/2009/06/pivot-dont-jump-to-new-vision.html,,,,,
58369423-0f4f-42a9-bf85-03db1d58c184,The Lean Startup,Eric Ries,,http://www.startuplessonslearned.com/2008/09/lean-startup.html,,,,,
0bf23bc6-5395-474b-b6b3-b534989ebb21,What is a startup?,Eric Ries,"So let’s begin with a definition of a startup that captures its essential nature, and tries to leave behind the specific associations of the most famous startups. A startup is a human institution designed to deliver a new product or service under conditions of extreme uncertainty.",http://www.startuplessonslearned.com/2010/06/what-is-startup.html,2010-06-21 00:00:00 UTC,2014-08-16 00:00:00 UTC,,FALSE,
51975530-ceda-4526-8782-d17cdb55e2d5,What is customer development?,Eric Ries,,http://www.startuplessonslearned.com/2008/11/what-is-customer-development.html,,,,,
f8b0cd05-f842-49bf-a938-90527f544767,How Not To Run An A/B Test,Evan Miller,"Although they seem powerful and convenient, dashboard views of ongoing A/B experiments invite misuse. Any time they are used in conjunction with a manual or automatic “stopping rule,” the resulting significance tests are simply invalid. Until sequential or Bayesian experiment designs are implemented in software, anyone running web experiments should only run experiments where the sample size has been fixed in advance, and stick to that sample size with near-religious discipline.",http://www.evanmiller.org/how-not-to-run-an-ab-test.html,2010-04-18 10:38:31 UTC,2014-07-22 10:38:31 UTC,,FALSE,458
48ce7326-d067-492d-8300-9f0db59eb4ec,Asana’s Justin Rosenstein on the One Quality Every Startup Needs to Survive,First Round Capital,"If people don’t have true clarity around what they're doing and how it fits into their organization, they’re bound to duplicate efforts, deflate morale, spend hours on unimportant tasks, and more. To combat this problem, Rosenstein says, leaders need to prioritize clarity in everything they do in this order: Clarity of purpose; clarity of plan; and clarity of responsibility. If you can marry these three qualities, you can achieve organizational fluidity that will get the most out of your resources.",http://firstround.com/article/Asanas-Justin-Rosenstein-on-the-One-Quality-Every-Startup-Needs-to-Survive,2014-01-30 19:03:52 UTC,2014-08-10 00:00:00 UTC,,FALSE,433
84d0360e-fe00-40f0-8d81-4eecfcecc4b6,Product Hunt is Everywhere - This is How It Got There,First Round Capital,"If I hadn’t been blogging and active on Twitter, I think it would have taken way longer for Product Hunt to become what it is right now. So my advice is to start early. If you want people to listen to you eventually, you have to build trust over time.'",http://firstround.com/article/Product-Hunt-is-Everywhere-This-is-How-It-Got-There,2014-07-29 17:22:34 UTC,2014-08-03 17:22:34 UTC,,FALSE,652
ba00360b-9cba-4562-b5b8-1bcf86a84302,Trends in Pricing and Duration,"Fred Benenson, Yancey Strickler","In the post Craig sampled other popular projects on Kickstarter, and explained how their choices and outcomes affected the way he constructed his project. Craig also offers some advice on optimal pricing and project length to future project creators. We were intrigued and impressed by Craig’s research and conclusions, and we’ve now compiled data from our entire database to see how it holds up. Let’s dig in.",https://www.kickstarter.com/blog/trends-in-pricing-and-duration,2010-09-22 19:03:51 UTC,2014-08-10 00:00:00 UTC,,TRUE,1
625303d7-2a7d-42a8-b6d8-a6b746ec58b7,360 Reviews,Fred Wilson,"I think companies as small as 10 employees can benefit from 360 reviews and I strongly recommend them to our portfolio companies. When I see a CEO or a management team resist the idea of 360 reviews, it can be a red flag to me. I like to think that everyone can and should get feedback on their performance, be open to it, and that they will certainly benefit from it.",http://www.avc.com/a_vc/2011/04/360-reviews.html,2011-04-07 00:00:00 UTC,,,,
f06d88b4-1dd1-4a55-b347-4d62c79098af,Budgeting In A Growing Company,Fred Wilson,"What happens to the budgeting process once revenues start coming in, headcount gets to between 50 and 100 employees, and you are now a full fledged high growth business?",http://www.avc.com/a_vc/2010/05/budgeting-in-a-growing-company.html,2010-05-24 00:00:00 UTC,,,,
1ec2a54b-a2fe-4f81-8263-02a7c7b776b7,Budgeting In A Large Company,Fred Wilson,The budgeting process is really critical in a large company. It forces the company to make highly informed decisions about investments and resource allocation and it creates company wide discipline around hitting goals. I have never seen a company of 150 employees or more operate functionally without a strong budget process.,http://www.avc.com/a_vc/2010/05/budgeting-in-a-large-company.html,2013-10-02 00:00:00 UTC,,,,
28570dca-81c4-4e49-931f-c137132d6856,Budgeting In A Small Early Stage Company,Fred Wilson,The first step in budgeting is to review the key business metrics and lock them down based on what is realistic for the next year. Be very realistic. A good budget is a conservative budget.,http://www.avc.com/a_vc/2010/05/budgeting-in-a-small-early-stage-company.html,2010-05-10 00:00:00 UTC,,,,
9d7ff7ff-abe6-4adf-812d-d4c26a09047e,Burn Rate,Fred Wilson,"Your burn rate is the speed at which your cash balance is going down. If you had $1mm in cash on January 1st, and now it is October 1st and you have $250,000 left, your burn rate is $750,000/9, or $83,333/month.",http://www.avc.com/a_vc/2011/12/burn-rate.html,2011-12-05 00:00:00 UTC,,,,
fe367407-82bb-40f6-9ba8-7f007dac4cac,Burn Rates: How Much?,Fred Wilson, ,http://www.avc.com/a_vc/2011/12/burn-rates-how-much.html,2011-12-12 00:00:00 UTC,,,,
718affad-daed-48c3-ac3f-3383a3efac7c,Checking Your Work,Fred Wilson,"When I write a blog post, I tend to write it as the idea forms in my brain. I write the whole thing out. And then I rewrite it. I go over every line and make sure the spelling and grammar are correct, I look at the phrasing. I consider the flow. I read it start to finish at least three or four times. I think about the whole and then each part. And I’ll cut out paragraphs, move things, rewrite parts, and mess with it for almost as long as it took me to write it in the first place.",http://avc.com/2014/07/checking-your-work/,2014-07-10 10:38:32 UTC,2014-07-22 10:38:32 UTC,,FALSE,203
6d115c3c-850b-4808-b0f1-43eae8bcd9e5,Corporate Entities,Fred Wilson,"There are many people who run a business and don't incorporate. A good example of this are many of the sellers on Etsy. They make things, sell them, receive the income, and pay the taxes as part of their personal returns. But there are three big reasons you'll want to consider incorporating; liability, taxes, and investment. And the kind of corporate entity you create depends on where you want to come out on all three of those factors.",http://www.avc.com/2010/02/corporate-entity/,2010-02-22 00:00:00 UTC,,,,
2bf4484c-b366-4850-b257-c78b2c733098,Don't Let A Good Crisis Go To Waste,Fred Wilson,"When something goes badly in your company, for many the initial instinct is to keep things under wraps as much as possible to avoid freaking everyone out. I would argue that it is better to acknowledge the crisis and use it to your advantage. Change is hard to bring to an organization and a time of crisis is often a perfect time to make some changes that you have wanted to make for a while. It creates a perfect backdrop and context for doing that.",http://www.avc.com/a_vc/2013/04/dont-let-a-good-crisis-go-to-waste.html,2013-04-08 00:00:00 UTC,,,,
a770e86d-97c4-477c-b3f6-a06922a9d751,How Much To Burn While Building Product,Fred Wilson, ,http://www.avc.com/a_vc/2011/12/how-much-to-burn-while-building-product.html,2011-12-19 00:00:00 UTC,,,,
